"Matricula","Periodo","Periodo_Curso","P1","P2","LP1","IC","LP2","Discreta","Eda","Leda","Grafos","TC"
"B18850",2012.1,3,0,0,0,0,0,0,17,18,0,35
"B18850",2012.2,3,0,0,0,0,0,0,54,55,0,61
"B18852",2009.2,1,54,0,62,53,0,0,0,0,0,0
"B18852",2010.1,2,0,43,0,0,36,40,0,0,50,0
"B18852",2010.2,2,0,73,0,0,75,70,0,0,0,0
"B18852",2011.1,3,0,0,0,0,0,0,50,50,0,0
"B18852",2011.2,3,0,0,0,0,0,0,0,0,0,65
"B1887",2013.1,1,35,0,35,65,0,0,0,0,0,0
"B1887",2013.2,1,62,0,62,0,0,0,0,0,0,0
"B1887",2014.1,2,0,200,0,0,200,200,0,0,200,0
"B18908",2014.1,1,39,0,39,51,0,0,0,0,0,0
"B18947",2005.2,1,76,0,74,80,0,0,0,0,0,0
"B18947",2006.1,2,0,70,0,0,87,43,0,0,70,0
"B18947",2006.2,2,0,0,0,0,0,90,0,0,0,0
"B18947",2006.2,3,0,0,0,0,0,0,75,84,0,0
"B18947",2007.1,3,0,0,0,0,0,0,0,0,0,82
"B18950",2006.2,1,41,0,44,70,0,0,0,0,0,0
"B18950",2007.1,1,77,0,81,0,0,0,0,0,0,0
"B18950",2007.2,2,0,82,0,0,89,35,0,0,54,0
"B18950",2008.1,2,0,0,0,0,0,36,0,0,0,0
"B18950",2008.1,3,0,0,0,0,0,0,58,70,0,0
"B18950",2008.2,2,0,0,0,0,0,73,0,0,0,0
"B18950",2009.1,3,0,0,0,0,0,0,0,0,0,61
"B19",2011.2,1,91,0,92,82,0,0,0,0,0,0
"B19",2012.1,2,0,79,0,0,73,78,0,0,74,0
"B19",2012.2,3,0,0,0,0,0,0,70,78,0,80
"B19002",2010.2,1,45,0,39,54,0,0,0,0,0,0
"B19002",2011.1,1,59,0,62,0,0,0,0,0,0,0
"B19002",2011.2,2,0,200,0,0,200,200,0,0,200,0
"B19041",2012.1,1,200,0,200,29,0,0,0,0,0,0
"B19041",2012.2,1,75,0,75,53,0,0,0,0,0,0
"B19049",2011.2,1,79,0,81,74,0,0,0,0,0,0
"B19049",2012.1,2,0,58,0,0,60,0,0,0,70,0
"B19049",2012.2,2,0,0,0,0,0,46,0,0,0,0
"B19049",2012.2,3,0,0,0,0,0,0,56,51,0,0
"B19058",2007.1,1,200,0,200,200,0,0,0,0,0,0
"B19059",2004.1,1,71,0,60,77,0,0,0,0,0,0
"B19059",2004.2,2,0,63,0,0,85,72,0,0,56,0
"B19059",2005.1,3,0,0,0,0,0,0,75,70,0,72
"B19063",2002.1,1,93,0,91,79,0,0,0,0,0,0
"B19063",2002.2,2,0,73,0,0,84,73,0,0,82,0
"B19063",2003.1,3,0,0,0,0,0,0,70,73,0,68
"B19064",2003.1,1,70,0,79,85,0,0,0,0,0,0
"B19064",2003.2,2,0,74,0,0,82,77,0,0,52,0
"B19064",2004.1,3,0,0,0,0,0,0,54,74,0,77
"B19065",2013.1,1,71,0,81,77,0,0,0,0,0,0
"B19065",2013.2,2,0,74,0,0,79,71,0,0,73,0
"B19065",2014.1,3,0,0,0,0,0,0,81,74,0,50
"B19068",2004.2,1,9,0,20,60,0,0,0,0,0,0
"B19068",2005.1,1,7,0,32,0,0,0,0,0,0,0
"B19068",2005.2,1,24,0,35,0,0,0,0,0,0,0
"B19068",2006.1,1,53,0,50,0,0,0,0,0,0,0
"B19068",2006.2,2,0,200,0,0,200,200,0,0,31,0
"B19068",2007.1,2,0,200,0,0,200,200,0,0,52,0
"B19068",2007.2,2,0,64,0,0,27,40,0,0,0,0
"B19068",2008.1,2,0,0,0,0,90,200,0,0,0,0
"B19068",2008.2,2,0,0,0,0,0,50,0,0,0,0
"B19068",2008.2,3,0,0,0,0,0,0,21,32,0,0
"B19068",2009.1,3,0,0,0,0,0,0,34,50,0,5
"B19068",2009.2,3,0,0,0,0,0,0,28,0,0,200
"B19070",2009.2,1,54,0,64,79,0,0,0,0,0,0
"B19070",2010.1,2,0,64,0,0,71,51,0,0,71,0
"B19070",2010.2,3,0,0,0,0,0,0,65,88,0,76
"B19071",2003.2,1,59,0,77,82,0,0,0,0,0,0
"B19071",2004.1,2,0,59,0,0,56,70,0,0,70,0
"B19071",2004.2,3,0,0,0,0,0,0,81,72,0,64
"B19146",2012.1,1,200,0,200,200,0,0,0,0,0,0
"B19154",2014.1,1,50,0,50,200,0,0,0,0,0,0
"B1916",2009.2,1,50,0,53,45,0,0,0,0,0,0
"B1916",2010.1,1,0,0,0,51,0,0,0,0,0,0
"B1916",2010.1,2,0,0,0,0,0,0,0,0,50,0
"B1916",2010.2,2,0,40,0,0,35,35,0,0,0,0
"B1916",2011.1,2,0,74,0,0,52,42,0,0,0,0
"B1916",2011.2,3,0,0,0,0,0,0,15,12,0,0
"B19163",2010.1,1,70,0,74,75,0,0,0,0,0,0
"B19163",2010.2,2,0,73,0,0,83,74,0,0,70,0
"B19163",2011.1,3,0,0,0,0,0,0,50,83,0,0
"B19163",2011.2,3,0,0,0,0,0,0,0,0,0,82
"B19167",2011.1,1,37,0,34,200,0,0,0,0,0,0
"B19174",2010.2,1,70,0,74,80,0,0,0,0,0,0
"B19174",2011.1,2,0,92,0,0,91,46,0,0,78,0
"B19174",2011.2,2,0,0,0,0,0,73,0,0,0,0
"B19174",2011.2,3,0,0,0,0,0,0,55,52,0,0
"B19174",2012.1,3,0,0,0,0,0,0,0,0,0,74
"B19249",2007.2,1,85,0,86,93,0,0,0,0,0,0
"B19249",2008.1,2,0,82,0,0,95,34,0,0,63,0
"B19249",2008.2,2,0,0,0,0,0,52,0,0,0,0
"B19249",2008.2,3,0,0,0,0,0,0,70,73,0,0
"B19249",2009.1,3,0,0,0,0,0,0,0,0,0,42
"B19249",2009.2,3,0,0,0,0,0,0,0,0,0,56
"B19278",2011.1,1,70,0,70,80,0,0,0,0,0,0
"B19278",2011.2,2,0,52,0,0,61,71,0,0,73,0
"B19278",2012.1,3,0,0,0,0,0,0,64,70,0,50
"B19279",2012.1,1,89,0,90,100,0,0,0,0,0,0
"B19279",2012.2,2,0,93,0,0,92,0,0,0,77,0
"B19279",2013.1,3,0,0,0,0,0,0,71,78,0,12
"B19279",2014.1,3,0,0,0,0,0,0,0,0,0,77
"B1933",2013.1,1,29,0,29,70,0,0,0,0,0,0
"B1933",2013.2,1,81,0,81,0,0,0,0,0,0,0
"B1933",2013.2,2,0,0,0,0,0,27,0,0,0,0
"B1933",2014.1,2,0,50,0,0,58,0,0,0,68,0
"B19339",2011.2,2,0,70,0,0,78,0,0,0,86,0
"B19339",2012.1,3,0,0,0,0,0,0,70,75,0,63
"B19356",2005.1,1,84,0,81,81,0,0,0,0,0,0
"B19356",2005.2,2,0,78,0,0,88,87,0,0,70,0
"B19356",2006.1,3,0,0,0,0,0,0,74,97,0,90
"B19361",2010.2,1,26,0,21,41,0,0,0,0,0,0
"B19361",2011.1,1,27,0,36,74,0,0,0,0,0,0
"B19361",2011.2,1,51,0,52,0,0,0,0,0,0,0
"B19365",2012.2,1,70,0,70,61,0,0,0,0,0,0
"B19365",2013.1,2,0,200,0,0,22,0,0,0,50,0
"B19365",2013.2,2,0,200,0,0,200,200,0,0,0,0
"B19411",2009.1,1,200,0,200,200,0,0,0,0,0,0
"B19413",2011.2,1,200,0,200,200,0,0,0,0,0,0
"B19422",2014.1,1,100,0,100,93,0,0,0,0,0,0
"B19443",2008.2,1,84,0,81,71,0,0,0,0,0,0
"B19443",2009.1,2,0,78,0,0,72,47,0,0,61,0
"B19443",2009.2,3,0,0,0,0,0,0,10,28,0,0
"B19443",2010.1,2,0,0,0,0,0,200,0,0,0,0
"B19443",2010.1,3,0,0,0,0,0,0,200,0,0,0
"B19488",2006.2,1,67,0,74,82,0,0,0,0,0,0
"B19488",2007.1,2,0,91,0,0,89,35,0,0,61,0
"B19488",2007.2,2,0,0,0,0,0,61,0,0,0,0
"B19488",2007.2,3,0,0,0,0,0,0,65,70,0,0
"B19488",2008.1,3,0,0,0,0,0,0,0,0,0,78
"B19511",2009.2,1,78,0,77,70,0,0,0,0,0,0
"B19511",2010.1,2,0,74,0,0,70,0,0,0,74,0
"B19511",2011.1,2,0,0,0,0,0,73,0,0,0,0
"B19511",2011.1,3,0,0,0,0,0,0,65,70,0,0
"B19555",2007.1,1,32,0,35,91,0,0,0,0,0,0
"B19555",2007.2,1,87,0,91,0,0,0,0,0,0,0
"B19555",2007.2,2,0,0,0,0,0,74,0,0,0,0
"B19555",2008.1,2,0,72,0,0,89,0,0,0,74,0
"B19555",2008.2,3,0,0,0,0,0,0,26,60,0,25
"B19555",2009.1,3,0,0,0,0,0,0,57,0,0,17
"B19555",2009.2,3,0,0,0,0,0,0,0,0,0,70
"B19558",2008.1,1,200,0,200,200,0,0,0,0,0,0
"B19558",2008.2,1,200,0,200,200,0,0,0,0,0,0
"B19559",2012.1,1,70,0,73,96,0,0,0,0,0,0
"B19559",2012.2,2,0,72,0,0,76,79,0,0,56,0
"B19559",2013.1,3,0,0,0,0,0,0,70,71,0,60
"B19560",2003.1,1,70,0,70,84,0,0,0,0,0,0
"B19560",2003.2,2,0,70,0,0,77,62,0,0,53,0
"B19560",2004.1,3,0,0,0,0,0,0,53,70,0,67
"B19563",2007.2,1,200,0,200,200,0,0,0,0,0,0
"B19565",2009.2,1,78,0,81,74,0,0,0,0,0,0
"B19565",2010.1,2,0,67,0,0,75,0,0,0,59,0
"B19565",2010.2,2,0,0,0,0,0,70,0,0,0,0
"B19565",2010.2,3,0,0,0,0,0,0,70,83,0,0
"B19565",2011.1,3,0,0,0,0,0,0,0,0,0,60
"B19643",2007.1,1,90,0,93,88,0,0,0,0,0,0
"B19643",2007.2,2,0,97,0,0,90,69,0,0,72,0
"B19643",2008.1,3,0,0,0,0,0,0,71,99,0,0
"B19643",2008.2,3,0,0,0,0,0,0,0,0,0,62
"B19644",2014.1,1,200,0,200,200,0,0,0,0,0,0
"B19651",2012.2,1,88,0,88,82,0,0,0,0,0,0
"B19651",2013.1,2,0,27,0,0,26,76,0,0,93,0
"B19651",2013.2,2,0,84,0,0,81,0,0,0,0,0
"B19651",2014.1,3,0,0,0,0,0,0,37,200,0,41
"B19652",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B19671",2006.1,1,100,0,100,89,0,0,0,0,0,0
"B19671",2006.2,2,0,89,0,0,92,97,0,0,70,0
"B19671",2007.1,3,0,0,0,0,0,0,83,88,0,88
"B19676",2005.2,1,88,0,77,80,0,0,0,0,0,0
"B19676",2006.1,2,0,76,0,0,82,64,0,0,70,0
"B19676",2006.2,3,0,0,0,0,0,0,81,83,0,80
"B1969",2011.1,1,80,0,79,86,0,0,0,0,0,0
"B1969",2011.2,2,0,63,0,0,53,72,0,0,78,0
"B1969",2012.1,3,0,0,0,0,0,0,70,55,0,70
"B1972",2010.2,1,67,0,67,77,0,0,0,0,0,0
"B1972",2011.1,2,0,75,0,0,72,51,0,0,79,0
"B1972",2011.2,3,0,0,0,0,0,0,76,73,0,54
"B1975",2012.2,1,27,0,27,55,0,0,0,0,0,0
"B1975",2013.1,1,81,0,81,0,0,0,0,0,0,0
"B1975",2013.1,2,0,0,0,0,0,12,0,0,0,0
"B1975",2013.2,2,0,15,0,0,200,5,0,0,39,0
"B1975",2014.1,2,0,200,0,0,200,16,0,0,28,0
"B1976",2009.2,1,75,0,72,87,0,0,0,0,0,0
"B1976",2010.1,2,0,88,0,0,90,76,0,0,86,0
"B1976",2010.2,3,0,0,0,0,0,0,68,84,0,0
"B1976",2011.1,3,0,0,0,0,0,0,0,0,0,81
"B19769",2012.1,1,77,0,76,83,0,0,0,0,0,0
"B19769",2012.2,2,0,78,0,0,77,75,0,0,59,0
"B19780",2007.1,1,54,0,61,80,0,0,0,0,0,0
"B19780",2007.2,2,0,82,0,0,83,69,0,0,79,0
"B19780",2008.1,3,0,0,0,0,0,0,71,91,0,51
"B19783",2008.1,1,200,0,200,200,0,0,0,0,0,0
"B19785",2004.2,1,65,0,72,81,0,0,0,0,0,0
"B19785",2005.1,2,0,77,0,0,84,57,0,0,50,0
"B19785",2005.2,3,0,0,0,0,0,0,75,75,0,71
"B19787",2002.2,1,88,0,92,87,0,0,0,0,0,0
"B19787",2003.1,2,0,70,0,0,84,73,0,0,70,0
"B19787",2003.2,3,0,0,0,0,0,0,59,50,0,70
"B19789",2003.2,1,76,0,74,82,0,0,0,0,0,0
"B19789",2004.1,2,0,50,0,0,71,69,0,0,70,0
"B19789",2004.2,3,0,0,0,0,0,0,51,63,0,80
"B19903",2011.2,1,44,0,43,50,0,0,0,0,0,0
"B19903",2012.1,1,56,0,57,0,0,0,0,0,0,0
"B19903",2012.2,2,0,200,0,0,200,0,0,0,0,0
"B19906",2013.2,1,25,0,25,0,0,0,0,0,0,0
"B19906",2014.1,1,89,0,89,0,0,0,0,0,0,0
"B19906",2014.1,2,0,0,0,0,0,56,0,0,0,0
"B19923",2005.1,1,61,0,54,78,0,0,0,0,0,0
"B19923",2005.2,2,0,76,0,0,89,70,0,0,70,0
"B19923",2006.1,3,0,0,0,0,0,0,50,88,0,55
"B19924",2012.1,1,73,0,74,86,0,0,0,0,0,0
"B19924",2012.2,2,0,200,0,0,200,200,0,0,200,0
"B19926",2009.1,1,70,0,77,62,0,0,0,0,0,0
"B19926",2009.2,2,0,67,0,0,71,65,0,0,50,0
"B19926",2010.1,3,0,0,0,0,0,0,46,76,0,0
"B19990",2009.1,1,86,0,70,67,0,0,0,0,0,0
"B19990",2009.2,2,0,55,0,0,43,0,0,0,0,0
"B19990",2010.1,2,0,0,0,0,71,0,0,0,0,0
"B19990",2010.2,3,0,0,0,0,0,0,44,32,0,0
"B19990",2011.1,3,0,0,0,0,0,0,32,50,0,5
"B19990",2011.2,3,0,0,0,0,0,0,70,0,0,36
"B20014",2008.2,1,75,0,77,78,0,0,0,0,0,0
"B20014",2009.1,2,0,89,0,0,89,62,0,0,75,0
"B20014",2009.2,3,0,0,0,0,0,0,70,82,0,68
"B20045",2013.1,1,31,0,31,200,0,0,0,0,0,0
"B20045",2013.1,2,0,0,0,0,0,35,0,0,0,0
"B20114",2010.1,1,75,0,81,96,0,0,0,0,0,0
"B20114",2010.2,2,0,90,0,0,84,74,0,0,70,0
"B20114",2011.1,3,0,0,0,0,0,0,70,90,0,74
"B20117",2011.1,1,0,0,0,100,0,0,0,0,0,0
"B20117",2011.2,2,0,96,0,0,90,100,0,0,100,0
"B20117",2012.1,3,0,0,0,0,0,0,100,100,0,100
"B20120",2012.1,1,96,0,96,95,0,0,0,0,0,0
"B20120",2012.2,2,0,80,0,0,80,90,0,0,97,0
"B20120",2013.1,3,0,0,0,0,0,0,93,79,0,94
"B20121",2013.1,1,70,0,70,89,0,0,0,0,0,0
"B20121",2013.2,2,0,80,0,0,80,84,0,0,74,0
"B20121",2014.1,3,0,0,0,0,0,0,88,86,0,88
"B20127",2013.2,1,77,0,77,87,0,0,0,0,0,0
"B20127",2014.1,2,0,81,0,0,83,70,0,0,95,0
"B20176",2012.2,1,39,0,39,65,0,0,0,0,0,0
"B20176",2013.1,1,87,0,87,0,0,0,0,0,0,0
"B20176",2013.2,2,0,39,0,0,23,0,0,0,81,0
"B20176",2014.1,2,0,56,0,0,66,0,0,0,0,0
"B20190",2012.2,1,75,0,75,75,0,0,0,0,0,0
"B20190",2012.2,2,0,0,0,0,0,56,0,0,0,0
"B20190",2013.1,2,0,74,0,0,72,0,0,0,94,0
"B20190",2013.2,3,0,0,0,0,0,0,66,75,0,70
"B20214",2006.2,1,29,0,39,79,0,0,0,0,0,0
"B20214",2007.1,1,75,0,82,0,0,0,0,0,0,0
"B20214",2007.2,2,0,70,0,0,79,23,0,0,51,0
"B20214",2008.1,2,0,0,0,0,0,56,0,0,0,0
"B20214",2008.1,3,0,0,0,0,0,0,57,70,0,0
"B20214",2008.2,3,0,0,0,0,0,0,0,0,0,20
"B20214",2009.1,3,0,0,0,0,0,0,0,0,0,65
"B20251",2013.1,1,33,0,33,77,0,0,0,0,0,0
"B20251",2013.2,1,86,0,86,0,0,0,0,0,0,0
"B20251",2013.2,2,0,0,0,0,0,58,0,0,0,0
"B20251",2014.1,2,0,70,0,0,52,0,0,0,86,0
"B20311",2010.1,1,200,0,200,26,0,0,0,0,0,0
"B20317",2010.2,1,37,0,34,91,0,0,0,0,0,0
"B20317",2011.1,1,81,0,81,0,0,0,0,0,0,0
"B20317",2011.2,2,0,50,0,0,21,0,0,0,200,0
"B20317",2012.1,2,0,0,0,0,31,0,0,0,38,0
"B20317",2012.2,2,0,0,0,0,50,39,0,0,75,0
"B20317",2013.1,2,0,0,0,0,0,77,0,0,0,0
"B20317",2013.1,3,0,0,0,0,0,0,32,24,0,0
"B20320",2012.2,1,87,0,87,85,0,0,0,0,0,0
"B20320",2013.1,2,0,84,0,0,82,86,0,0,92,0
"B20320",2013.2,3,0,0,0,0,0,0,83,70,0,84
"B20321",2009.2,1,74,0,74,63,0,0,0,0,0,0
"B20321",2010.1,2,0,79,0,0,87,52,0,0,67,0
"B20321",2010.2,3,0,0,0,0,0,0,80,87,0,0
"B20321",2011.1,3,0,0,0,0,0,0,0,0,0,53
"B20395",2014.1,1,86,0,86,86,0,0,0,0,0,0
"B20400",2011.2,1,69,0,70,55,0,0,0,0,0,0
"B20400",2012.1,2,0,13,0,0,200,0,0,0,27,0
"B20401",2012.2,1,45,0,45,38,0,0,0,0,0,0
"B20401",2013.1,1,83,0,83,36,0,0,0,0,0,0
"B20401",2013.1,2,0,0,0,0,0,10,0,0,0,0
"B20401",2013.2,1,0,0,0,200,0,0,0,0,0,0
"B20401",2013.2,2,0,0,0,0,0,0,0,0,200,0
"B20411",2013.1,1,50,0,50,78,0,0,0,0,0,0
"B20411",2013.2,2,0,25,0,0,38,38,0,0,36,0
"B20411",2014.1,2,0,70,0,0,75,68,0,0,70,0
"B20424",2005.2,1,18,0,30,80,0,0,0,0,0,0
"B20424",2006.2,1,200,0,200,0,0,0,0,0,0,0
"B20424",2007.1,2,0,0,0,0,0,200,0,0,0,0
"B20426",2006.2,1,88,0,91,93,0,0,0,0,0,0
"B20426",2007.1,2,0,26,0,0,200,200,0,0,200,0
"B20426",2007.2,2,0,91,0,0,88,60,0,0,70,0
"B20426",2008.1,3,0,0,0,0,0,0,71,84,0,85
"B20428",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B20438",2012.1,1,72,0,73,81,0,0,0,0,0,0
"B20438",2012.2,2,0,72,0,0,71,0,0,0,71,0
"B20438",2013.1,3,0,0,0,0,0,0,56,55,0,0
"B20438",2013.2,3,0,0,0,0,0,0,0,0,0,74
"B2049",2014.1,1,73,0,73,60,0,0,0,0,0,0
"B20543",2007.1,1,64,0,67,77,0,0,0,0,0,0
"B20543",2007.2,2,0,89,0,0,84,56,0,0,70,0
"B20543",2008.1,3,0,0,0,0,0,0,61,74,0,85
"B20544",2004.1,1,38,0,39,76,0,0,0,0,0,0
"B20544",2004.2,1,70,0,70,0,0,0,0,0,0,0
"B20544",2005.1,2,0,57,0,0,92,56,0,0,54,0
"B20544",2005.2,3,0,0,0,0,0,0,58,75,0,52
"B20547",2008.1,1,74,0,70,83,0,0,0,0,0,0
"B20547",2008.2,2,0,79,0,0,94,54,0,0,74,0
"B20547",2009.1,3,0,0,0,0,0,0,28,80,0,63
"B20547",2009.2,3,0,0,0,0,0,0,74,0,0,0
"B20548",2002.1,1,90,0,98,83,0,0,0,0,0,0
"B20548",2002.2,2,0,89,0,0,94,65,0,0,87,0
"B20548",2003.1,3,0,0,0,0,0,0,77,77,0,71
"B20551",2007.2,1,77,0,83,84,0,0,0,0,0,0
"B20551",2008.1,2,0,90,0,0,96,74,0,0,74,0
"B20551",2008.2,3,0,0,0,0,0,0,61,70,0,60
"B20552",2004.2,2,0,85,0,0,77,0,0,0,80,0
"B20552",2005.1,2,0,0,0,0,0,73,0,0,0,0
"B20552",2005.1,3,0,0,0,0,0,0,83,81,0,0
"B20552",2005.2,3,0,0,0,0,0,0,0,0,0,76
"B20553",2002.2,1,71,0,73,79,0,0,0,0,0,0
"B20553",2003.1,2,0,54,0,0,83,25,0,0,33,0
"B20553",2003.2,2,0,0,0,0,0,72,0,0,72,0
"B20553",2004.1,3,0,0,0,0,0,0,34,30,0,40
"B20553",2004.2,3,0,0,0,0,0,0,77,71,0,71
"B20554",2003.2,1,82,0,84,72,0,0,0,0,0,0
"B20554",2004.1,2,0,81,0,0,83,60,0,0,58,0
"B20554",2004.2,3,0,0,0,0,0,0,60,70,0,56
"B20654",2003.2,1,19,0,29,76,0,0,0,0,0,0
"B20654",2004.1,1,59,0,50,0,0,0,0,0,0,0
"B20654",2004.2,2,0,34,0,0,200,0,0,0,27,0
"B20654",2005.1,2,0,72,0,0,78,10,0,0,60,0
"B20654",2005.2,2,0,0,0,0,0,73,0,0,0,0
"B20654",2005.2,3,0,0,0,0,0,0,31,33,0,0
"B20654",2006.1,3,0,0,0,0,0,0,50,70,0,200
"B20654",2006.2,3,0,0,0,0,0,0,0,0,0,53
"B20656",2011.2,1,21,0,21,55,0,0,0,0,0,0
"B20656",2012.1,2,0,0,0,0,0,200,0,0,0,0
"B20668",2010.1,1,100,0,100,88,0,0,0,0,0,0
"B20668",2010.2,2,0,87,0,0,70,80,0,0,95,0
"B20668",2011.1,3,0,0,0,0,0,0,97,91,0,96
"B20672",2011.1,1,50,0,50,71,0,0,0,0,0,0
"B20672",2011.2,2,0,12,0,0,3,19,0,0,0,0
"B20672",2012.1,2,0,200,0,0,200,43,0,0,200,0
"B20674",2005.1,1,31,0,37,70,0,0,0,0,0,0
"B20674",2005.2,1,77,0,87,0,0,0,0,0,0,0
"B20674",2006.1,2,0,63,0,0,79,68,0,0,50,0
"B20674",2006.2,3,0,0,0,0,0,0,70,76,0,29
"B20674",2007.1,3,0,0,0,0,0,0,0,0,0,75
"B20677",2009.1,1,57,0,76,78,0,0,0,0,0,0
"B20677",2009.2,2,0,67,0,0,51,47,0,0,59,0
"B20677",2010.1,3,0,0,0,0,0,0,45,70,0,0
"B20677",2010.2,2,0,0,0,0,0,76,0,0,0,0
"B20677",2010.2,3,0,0,0,0,0,0,73,0,0,0
"B20677",2011.1,3,0,0,0,0,0,0,0,0,0,200
"B20726",2013.1,1,53,0,53,75,0,0,0,0,0,0
"B20726",2013.2,2,0,37,0,0,37,55,0,0,78,0
"B20726",2014.1,2,0,72,0,0,78,0,0,0,0,0
"B20726",2014.1,3,0,0,0,0,0,0,0,0,0,5
"B2074",2007.1,1,200,0,200,56,0,0,0,0,0,0
"B2074",2007.2,1,79,0,83,0,0,0,0,0,0,0
"B2074",2007.2,2,0,0,0,0,0,24,0,0,0,0
"B2074",2008.1,2,0,70,0,0,91,53,0,0,51,0
"B2074",2008.2,3,0,0,0,0,0,0,55,75,0,34
"B2074",2009.1,3,0,0,0,0,0,0,0,0,0,64
"B20747",2004.2,1,16,0,19,200,0,0,0,0,0,0
"B2076",2006.2,1,92,0,94,95,0,0,0,0,0,0
"B2076",2007.1,2,0,97,0,0,93,85,0,0,83,0
"B2076",2007.2,3,0,0,0,0,0,0,87,91,0,78
"B2078",2013.2,1,50,0,50,78,0,0,0,0,0,0
"B2078",2014.1,2,0,200,0,0,200,200,0,0,200,0
"B20789",2013.2,1,31,0,31,35,0,0,0,0,0,0
"B20843",2010.2,1,72,0,74,85,0,0,0,0,0,0
"B20843",2011.1,2,0,72,0,0,70,0,0,0,73,0
"B20843",2011.2,2,0,0,0,0,0,65,0,0,0,0
"B20843",2011.2,3,0,0,0,0,0,0,26,25,0,0
"B20843",2012.1,3,0,0,0,0,0,0,82,78,0,89
"B20865",2009.1,1,51,0,50,53,0,0,0,0,0,0
"B20865",2009.2,2,0,42,0,0,38,70,0,0,25,0
"B20865",2010.1,2,0,70,0,0,50,0,0,0,89,0
"B20865",2010.2,3,0,0,0,0,0,0,70,60,0,0
"B20867",2010.2,1,21,0,13,200,0,0,0,0,0,0
"B20870",2012.2,1,100,0,100,82,0,0,0,0,0,0
"B20870",2013.1,2,0,86,0,0,79,76,0,0,81,0
"B20870",2013.2,3,0,0,0,0,0,0,70,63,0,74
"B20924",2014.1,1,84,0,84,60,0,0,0,0,0,0
"B20924",2014.1,2,0,0,0,0,0,70,0,0,0,0
"B21029",2009.2,1,70,0,70,86,0,0,0,0,0,0
"B21029",2010.1,2,0,72,0,0,81,59,0,0,77,0
"B21029",2010.2,3,0,0,0,0,0,0,76,97,0,64
"B21067",2014.1,1,200,0,200,200,0,0,0,0,0,0
"B21074",2013.1,1,96,0,96,89,0,0,0,0,0,0
"B21074",2013.2,2,0,89,0,0,91,92,0,0,93,0
"B21074",2014.1,3,0,0,0,0,0,0,85,95,0,77
"B21077",2011.2,1,88,0,89,64,0,0,0,0,0,0
"B21077",2012.1,2,0,85,0,0,60,76,0,0,83,0
"B21077",2012.2,3,0,0,0,0,0,0,76,81,0,0
"B21077",2013.1,3,0,0,0,0,0,0,0,0,0,85
"B21079",2012.2,1,47,0,47,72,0,0,0,0,0,0
"B21079",2013.1,1,90,0,90,0,0,0,0,0,0,0
"B21079",2013.2,2,0,63,0,0,59,54,0,0,54,0
"B21079",2014.1,3,0,0,0,0,0,0,33,200,0,200
"B21080",2009.2,1,200,0,200,60,0,0,0,0,0,0
"B21080",2010.1,1,26,0,25,0,0,0,0,0,0,0
"B21154",2012.2,1,89,0,90,81,0,0,0,0,0,0
"B21154",2013.1,2,0,60,0,0,76,0,0,0,74,0
"B21177",2006.1,1,78,0,67,82,0,0,0,0,0,0
"B21177",2006.2,2,0,72,0,0,83,0,0,0,52,0
"B21177",2007.1,2,0,0,0,0,0,35,0,0,0,0
"B21177",2007.1,3,0,0,0,0,0,0,75,81,0,0
"B21177",2007.2,2,0,0,0,0,0,78,0,0,0,0
"B21177",2008.1,3,0,0,0,0,0,0,0,0,0,50
"B21270",2012.1,1,77,0,77,74,0,0,0,0,0,0
"B21270",2012.2,2,0,70,0,0,77,26,0,0,70,0
"B21270",2013.1,2,0,0,0,0,0,67,0,0,0,0
"B21270",2013.1,3,0,0,0,0,0,0,79,66,0,0
"B21278",2011.2,1,35,0,34,70,0,0,0,0,0,0
"B21278",2012.1,1,67,0,67,0,0,0,0,0,0,0
"B21285",2007.1,1,70,0,79,73,0,0,0,0,0,0
"B21285",2007.2,2,0,80,0,0,70,200,0,0,57,0
"B21285",2008.1,2,0,0,0,0,0,44,0,0,0,0
"B21285",2008.1,3,0,0,0,0,0,0,19,34,0,0
"B21285",2008.2,2,0,0,0,0,0,33,0,0,0,0
"B21285",2008.2,3,0,0,0,0,0,0,32,70,0,0
"B21285",2009.1,2,0,0,0,0,0,32,0,0,0,0
"B21285",2009.1,3,0,0,0,0,0,0,18,0,0,0
"B21289",2003.1,1,76,0,86,90,0,0,0,0,0,0
"B21289",2003.2,2,0,80,0,0,87,71,0,0,73,0
"B21289",2004.1,3,0,0,0,0,0,0,72,78,0,69
"B2129",2010.2,1,26,0,17,51,0,0,0,0,0,0
"B2129",2011.1,1,60,0,60,0,0,0,0,0,0,0
"B2129",2011.2,2,0,53,0,0,46,47,0,0,50,0
"B2129",2012.1,2,0,0,0,0,46,0,0,0,0,0
"B21290",2013.1,1,55,0,55,70,0,0,0,0,0,0
"B21290",2013.2,2,0,200,0,0,200,50,0,0,50,0
"B21290",2014.1,2,0,72,0,0,76,0,0,0,0,0
"B21290",2014.1,3,0,0,0,0,0,0,0,0,0,200
"B21293",2004.2,1,200,0,200,200,0,0,0,0,0,0
"B21293",2006.2,1,200,0,200,200,0,0,0,0,0,0
"B21294",2008.2,1,63,0,20,63,0,0,0,0,0,0
"B21294",2009.1,1,0,0,25,0,0,0,0,0,0,0
