"Matricula","Periodo","Periodo_Curso","P1","P2","LP1","IC","LP2","Discreta","Eda","Leda","Grafos","TC"
"B16477",2010.2,3,0,0,0,0,0,0,70,77,0,64
"B16479",2010.2,1,21,0,15,59,0,0,0,0,0,0
"B16479",2011.1,1,55,0,52,0,0,0,0,0,0,0
"B16479",2011.2,2,0,29,0,0,200,44,0,0,50,0
"B16479",2012.1,2,0,52,0,0,50,0,0,0,0,0
"B16479",2012.2,3,0,0,0,0,0,0,32,28,0,0
"B16479",2013.1,2,0,0,0,0,0,71,0,0,0,0
"B16479",2013.1,3,0,0,0,0,0,0,60,70,0,0
"B16479",2014.1,3,0,0,0,0,0,0,0,0,0,16
"B16528",2011.2,1,64,0,64,200,0,0,0,0,0,0
"B16528",2012.1,1,0,0,0,70,0,0,0,0,0,0
"B16528",2012.1,2,0,0,0,0,0,0,0,0,200,0
"B16528",2012.2,2,0,79,0,0,75,78,0,0,73,0
"B16528",2013.1,3,0,0,0,0,0,0,71,70,0,61
"B166",2006.2,1,72,0,74,82,0,0,0,0,0,0
"B166",2007.1,2,0,72,0,0,80,51,0,0,64,0
"B166",2007.2,3,0,0,0,0,0,0,74,77,0,53
"B16607",2014.1,1,43,0,43,55,0,0,0,0,0,0
"B16665",2010.1,1,70,0,71,86,0,0,0,0,0,0
"B16665",2010.2,2,0,65,0,0,62,0,0,0,0,0
"B16665",2011.1,2,0,0,0,0,0,74,0,0,89,0
"B16671",2012.1,1,71,0,70,55,0,0,0,0,0,0
"B16671",2012.2,2,0,200,0,0,200,0,0,0,200,0
"B16673",2009.1,1,70,0,87,75,0,0,0,0,0,0
"B16673",2009.2,2,0,86,0,0,89,77,0,0,83,0
"B16673",2010.1,3,0,0,0,0,0,0,61,87,0,58
"B16675",2011.2,1,71,0,71,85,0,0,0,0,0,0
"B16675",2012.1,2,0,200,0,0,200,44,0,0,57,0
"B16675",2012.2,2,0,200,0,0,200,5,0,0,0,0
"B16730",2014.1,1,21,0,21,200,0,0,0,0,0,0
"B16742",2014.1,1,24,0,24,61,0,0,0,0,0,0
"B16768",2006.2,1,67,0,71,81,0,0,0,0,0,0
"B16768",2007.1,2,0,74,0,0,88,36,0,0,67,0
"B16768",2007.2,2,0,0,0,0,0,72,0,0,0,0
"B16768",2007.2,3,0,0,0,0,0,0,70,70,0,0
"B16768",2008.1,3,0,0,0,0,0,0,0,0,0,50
"B16807",2013.1,1,70,0,70,87,0,0,0,0,0,0
"B16807",2013.2,2,0,70,0,0,70,71,0,0,71,0
"B16807",2014.1,3,0,0,0,0,0,0,74,71,0,84
"B16808",2013.2,1,28,0,28,38,0,0,0,0,0,0
"B16808",2014.1,1,70,0,70,54,0,0,0,0,0,0
"B16808",2014.1,2,0,0,0,0,0,29,0,0,0,0
"B16819",2013.1,1,54,0,54,77,0,0,0,0,0,0
"B16819",2013.2,2,0,57,0,0,51,83,0,0,55,0
"B16819",2014.1,3,0,0,0,0,0,0,74,70,0,60
"B16851",2007.1,1,32,0,37,74,0,0,0,0,0,0
"B16851",2007.2,1,92,0,94,0,0,0,0,0,0,0
"B16851",2007.2,2,0,0,0,0,0,63,0,0,0,0
"B16851",2008.1,2,0,74,0,0,89,0,0,0,74,0
"B16851",2008.2,3,0,0,0,0,0,0,32,70,0,17
"B16851",2009.1,3,0,0,0,0,0,0,50,0,0,35
"B16851",2009.2,3,0,0,0,0,0,0,0,0,0,70
"B16852",2004.1,2,0,56,0,0,70,0,0,0,50,0
"B16852",2004.2,3,0,0,0,0,0,0,38,31,0,64
"B16852",2005.1,3,0,0,0,0,0,0,57,50,0,0
"B16855",2008.1,1,89,0,96,81,0,0,0,0,0,0
"B16855",2008.2,2,0,90,0,0,93,96,0,0,88,0
"B16855",2009.1,3,0,0,0,0,0,0,74,94,0,72
"B16856",2002.1,1,70,0,88,79,0,0,0,0,0,0
"B16856",2002.2,2,0,60,0,0,89,53,0,0,75,0
"B16856",2003.1,3,0,0,0,0,0,0,71,72,0,51
"B16858",2003.1,1,54,0,56,75,0,0,0,0,0,0
"B16858",2003.2,2,0,70,0,0,80,51,0,0,39,0
"B16858",2004.1,2,0,0,0,0,0,0,0,0,57,0
"B16858",2004.2,3,0,0,0,0,0,0,72,59,0,57
"B16860",2007.2,1,90,0,94,90,0,0,0,0,0,0
"B16860",2008.1,2,0,97,0,0,97,68,0,0,70,0
"B16860",2008.2,3,0,0,0,0,0,0,71,82,0,77
"B16861",2004.2,1,1,0,200,200,0,0,0,0,0,0
"B16861",2005.2,1,18,0,33,70,0,0,0,0,0,0
"B16861",2006.1,1,66,0,70,0,0,0,0,0,0,0
"B16861",2006.2,2,0,60,0,0,85,55,0,0,50,0
"B16861",2007.1,3,0,0,0,0,0,0,57,78,0,40
"B16861",2007.2,3,0,0,0,0,0,0,0,0,0,37
"B16861",2008.1,3,0,0,0,0,0,0,0,0,0,50
"B16863",2002.2,1,35,0,48,73,0,0,0,0,0,0
"B16863",2003.1,1,74,0,87,0,0,0,0,0,0,0
"B16863",2003.2,2,0,70,0,0,73,200,0,0,62,0
"B16863",2004.1,2,0,0,0,0,0,57,0,0,0,0
"B16863",2004.1,3,0,0,0,0,0,0,44,50,0,0
"B16863",2004.2,3,0,0,0,0,0,0,50,0,0,57
"B16864",2009.2,1,58,0,61,61,0,0,0,0,0,0
"B16864",2010.1,2,0,44,0,0,54,0,0,0,59,0
"B16864",2010.2,2,0,54,0,0,0,47,0,0,0,0
"B16864",2011.1,3,0,0,0,0,0,0,27,38,0,0
"B16864",2011.2,2,0,0,0,0,0,200,0,0,0,0
"B16865",2003.2,1,70,0,54,76,0,0,0,0,0,0
"B16865",2004.1,2,0,0,0,0,0,25,0,0,50,0
"B16865",2006.1,2,0,200,0,0,200,31,0,0,0,0
"B16865",2007.1,2,0,200,0,0,0,200,0,0,0,0
"B16946",2011.2,1,200,0,200,200,0,0,0,0,0,0
"B16948",2013.2,1,34,0,34,28,0,0,0,0,0,0
"B16948",2014.1,1,200,0,200,200,0,0,0,0,0,0
"B16948",2014.1,2,0,0,0,0,0,200,0,0,0,0
"B16957",2010.1,1,70,0,79,97,0,0,0,0,0,0
"B16957",2010.2,2,0,73,0,0,76,81,0,0,83,0
"B16957",2011.1,3,0,0,0,0,0,0,90,89,0,76
"B16966",2006.1,1,87,0,76,73,0,0,0,0,0,0
"B16966",2006.2,2,0,72,0,0,91,76,0,0,70,0
"B16966",2007.1,3,0,0,0,0,0,0,81,83,0,82
"B17112",2011.2,1,26,0,24,42,0,0,0,0,0,0
"B17112",2012.1,1,76,0,76,55,0,0,0,0,0,0
"B17112",2012.2,2,0,36,0,0,28,28,0,0,37,0
"B17112",2013.1,2,0,32,0,0,29,0,0,0,30,0
"B17139",2011.1,1,57,0,56,56,0,0,0,0,0,0
"B17139",2011.2,2,0,39,0,0,38,50,0,0,50,0
"B17139",2012.1,2,0,70,0,0,70,0,0,0,0,0
"B17139",2012.1,3,0,0,0,0,0,0,0,0,0,46
"B17139",2012.2,3,0,0,0,0,0,0,26,24,0,0
"B17144",2009.1,1,26,0,19,53,0,0,0,0,0,0
"B17144",2009.2,1,35,0,26,0,0,0,0,0,0,0
"B17144",2009.2,2,0,0,0,0,0,200,0,0,0,0
"B17146",2010.2,1,16,0,8,51,0,0,0,0,0,0
"B17146",2011.1,1,27,0,23,0,0,0,0,0,0,0
"B17146",2011.2,1,51,0,50,0,0,0,0,0,0,0
"B17146",2012.1,2,0,200,0,0,200,0,0,0,20,0
"B17205",2014.1,1,79,0,79,86,0,0,0,0,0,0
"B17217",2014.1,1,100,0,100,99,0,0,0,0,0,0
"B17246",2010.1,1,50,0,70,70,0,0,0,0,0,0
"B17246",2010.2,2,0,65,0,0,60,54,0,0,0,0
"B17246",2011.1,2,0,0,0,0,0,0,0,0,77,0
"B17246",2011.2,3,0,0,0,0,0,0,0,0,0,66
"B17246",2012.1,3,0,0,0,0,0,0,55,70,0,0
"B1727",2010.2,1,83,0,83,76,0,0,0,0,0,0
"B1727",2011.1,2,0,78,0,0,70,54,0,0,80,0
"B1727",2011.2,3,0,0,0,0,0,0,50,50,0,74
"B17279",2012.2,1,28,0,28,72,0,0,0,0,0,0
"B17279",2013.1,1,72,0,72,0,0,0,0,0,0,0
"B17279",2013.1,2,0,0,0,0,0,33,0,0,0,0
"B17279",2013.2,2,0,200,0,0,1,0,0,0,200,0
"B17279",2014.1,2,0,200,0,0,200,200,0,0,200,0
"B17359",2007.1,1,83,0,85,81,0,0,0,0,0,0
"B17359",2007.2,2,0,81,0,0,70,55,0,0,68,0
"B17359",2008.1,3,0,0,0,0,0,0,0,0,0,40
"B17359",2008.2,3,0,0,0,0,0,0,200,200,0,200
"B17361",2012.1,1,85,0,85,80,0,0,0,0,0,0
"B17361",2012.2,2,0,70,0,0,72,42,0,0,200,0
"B17361",2013.1,2,0,0,0,0,0,71,0,0,80,0
"B17361",2013.2,3,0,0,0,0,0,0,200,200,0,200
"B17362",2003.1,1,63,0,70,80,0,0,0,0,0,0
"B17362",2003.2,2,0,26,0,0,73,15,0,0,54,0
"B17362",2004.1,2,0,55,0,0,0,51,0,0,0,0
"B17362",2004.2,3,0,0,0,0,0,0,200,200,0,56
"B17362",2005.1,3,0,0,0,0,0,0,72,73,0,0
"B17365",2008.2,1,70,0,79,88,0,0,0,0,0,0
"B17365",2009.1,2,0,90,0,0,91,74,0,0,78,0
"B17365",2009.2,3,0,0,0,0,0,0,70,85,0,78
"B17366",2009.2,1,50,0,54,55,0,0,0,0,0,0
"B17366",2010.1,2,0,57,0,0,79,17,0,0,68,0
"B17366",2011.1,3,0,0,0,0,0,0,200,200,0,0
"B1743",2010.1,1,34,0,36,54,0,0,0,0,0,0
"B1743",2010.2,1,70,0,72,0,0,0,0,0,0,0
"B1743",2011.1,2,0,54,0,0,50,63,0,0,71,0
"B1743",2011.2,3,0,0,0,0,0,0,16,10,0,53
"B1743",2012.1,3,0,0,0,0,0,0,45,32,0,0
"B1743",2012.2,3,0,0,0,0,0,0,78,55,0,0
"B17446",2014.1,1,90,0,90,81,0,0,0,0,0,0
"B17451",2012.2,1,33,0,33,54,0,0,0,0,0,0
"B17451",2013.1,1,90,0,90,0,0,0,0,0,0,0
"B17451",2013.2,2,0,59,0,0,54,43,0,0,50,0
"B17451",2014.1,3,0,0,0,0,0,0,27,200,0,0
"B17452",2012.1,1,52,0,51,71,0,0,0,0,0,0
"B17464",2013.1,1,27,0,27,37,0,0,0,0,0,0
"B17464",2013.2,1,31,0,31,50,0,0,0,0,0,0
"B17464",2013.2,2,0,0,0,0,0,18,0,0,0,0
"B17464",2014.1,1,200,0,200,0,0,0,0,0,0,0
"B17464",2014.1,2,0,0,0,0,0,19,0,0,0,0
"B1747",2011.1,1,78,0,78,88,0,0,0,0,0,0
"B1747",2011.2,2,0,95,0,0,90,72,0,0,80,0
"B1747",2012.1,3,0,0,0,0,0,0,86,88,0,80
"B17477",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B1751",2012.1,1,100,0,100,99,0,0,0,0,0,0
"B1751",2012.2,2,0,83,0,0,86,94,0,0,89,0
"B1751",2013.1,3,0,0,0,0,0,0,88,89,0,82
"B1753",2009.1,1,70,0,74,91,0,0,0,0,0,0
"B1753",2009.2,2,0,70,0,0,77,56,0,0,52,0
"B1753",2010.1,3,0,0,0,0,0,0,36,80,0,33
"B1753",2010.2,3,0,0,0,0,0,0,70,0,0,0
"B1755",2013.1,1,64,0,64,74,0,0,0,0,0,0
"B1755",2013.2,2,0,79,0,0,78,76,0,0,72,0
"B1755",2014.1,3,0,0,0,0,0,0,70,77,0,0
"B17563",2011.1,1,90,0,87,70,0,0,0,0,0,0
"B17563",2011.2,2,0,73,0,0,65,70,0,0,83,0
"B17563",2012.1,3,0,0,0,0,0,0,70,70,0,77
"B17564",2012.1,2,0,0,0,0,0,200,0,0,0,0
"B17581",2007.1,1,5,0,13,81,0,0,0,0,0,0
"B17581",2007.2,1,74,0,79,0,0,0,0,0,0,0
"B17581",2007.2,2,0,0,0,0,0,200,0,0,0,0
"B17581",2008.1,2,0,83,0,0,77,57,0,0,85,0
"B17581",2008.2,3,0,0,0,0,0,0,200,28,0,46
"B17582",2004.1,1,32,0,38,72,0,0,0,0,0,0
"B17582",2004.2,1,81,0,74,0,0,0,0,0,0,0
"B17582",2005.1,2,0,52,0,0,60,31,0,0,50,0
"B17582",2005.2,2,0,0,0,0,0,66,0,0,0,0
"B17582",2005.2,3,0,0,0,0,0,0,46,37,0,0
"B17582",2006.1,3,0,0,0,0,0,0,200,200,0,200
"B17582",2006.2,3,0,0,0,0,0,0,58,79,0,25
"B17582",2007.1,3,0,0,0,0,0,0,0,0,0,32
"B17582",2007.2,3,0,0,0,0,0,0,0,0,0,33
"B17582",2008.1,3,0,0,0,0,0,0,0,0,0,53
"B17586",2008.1,1,70,0,93,88,0,0,0,0,0,0
"B17586",2008.2,2,0,81,0,0,88,61,0,0,68,0
"B17586",2009.1,3,0,0,0,0,0,0,70,83,0,57
"B17587",2002.1,1,85,0,92,77,0,0,0,0,0,0
"B17587",2002.2,2,0,71,0,0,92,71,0,0,82,0
"B17587",2003.1,3,0,0,0,0,0,0,53,71,0,56
"B17588",2003.1,1,90,0,84,89,0,0,0,0,0,0
"B17588",2003.2,2,0,78,0,0,81,96,0,0,79,0
"B17588",2004.1,3,0,0,0,0,0,0,87,58,0,86
"B17589",2007.2,1,50,0,53,79,0,0,0,0,0,0
"B17589",2008.1,2,0,83,0,0,89,54,0,0,71,0
"B17589",2008.2,3,0,0,0,0,0,0,46,56,0,36
"B17589",2009.1,3,0,0,0,0,0,0,50,0,0,67
"B17590",2004.2,1,72,0,85,74,0,0,0,0,0,0
"B17590",2005.1,2,0,68,0,0,82,56,0,0,51,0
"B17590",2005.2,3,0,0,0,0,0,0,76,81,0,50
"B17591",2002.2,1,72,0,70,71,0,0,0,0,0,0
"B17591",2003.1,2,0,45,0,0,80,200,0,0,53,0
"B17591",2003.2,2,0,72,0,0,0,60,0,0,0,0
"B17591",2004.1,3,0,0,0,0,0,0,51,55,0,31
"B17591",2004.2,3,0,0,0,0,0,0,0,0,0,75
"B17592",2009.2,1,74,0,79,65,0,0,0,0,0,0
"B17592",2010.1,2,0,50,0,0,50,30,0,0,41,0
"B17592",2010.2,2,0,0,0,0,0,84,0,0,50,0
"B17592",2011.1,3,0,0,0,0,0,0,54,50,0,21
"B17592",2011.2,3,0,0,0,0,0,0,0,0,0,61
"B17597",2011.2,1,73,0,75,79,0,0,0,0,0,0
"B17597",2012.1,2,0,200,0,0,200,200,0,0,5,0
"B1760",2012.2,1,200,0,200,200,0,0,0,0,0,0
"B1762",2013.2,1,100,0,100,82,0,0,0,0,0,0
"B1762",2014.1,2,0,93,0,0,93,51,0,0,60,0
"B17712",2010.1,1,59,0,72,96,0,0,0,0,0,0
"B17712",2010.2,2,0,73,0,0,60,33,0,0,71,0
"B17719",2009.1,1,43,0,37,80,0,0,0,0,0,0
"B17719",2009.2,1,82,0,86,0,0,0,0,0,0,0
"B17719",2009.2,2,0,0,0,0,0,50,0,0,0,0
"B17719",2010.1,2,0,61,0,0,75,0,0,0,70,0
"B17719",2010.2,3,0,0,0,0,0,0,33,72,0,0
"B17722",2010.2,1,43,0,40,50,0,0,0,0,0,0
"B17722",2011.1,1,63,0,63,0,0,0,0,0,0,0
"B17722",2011.2,2,0,1,0,0,3,200,0,0,30,0
"B17771",2009.1,1,55,0,200,53,0,0,0,0,0,0
"B17771",2009.2,1,0,0,56,0,0,0,0,0,0,0
"B17771",2010.2,2,0,200,0,0,200,0,0,0,200,0
"B17843",2013.2,1,200,0,200,51,0,0,0,0,0,0
"B17843",2014.1,1,39,0,39,0,0,0,0,0,0,0
"B17843",2014.1,2,0,0,0,0,0,13,0,0,0,0
"B17891",2010.2,1,200,0,200,200,0,0,0,0,0,0
"B17891",2011.1,1,200,0,200,45,0,0,0,0,0,0
"B17907",2010.1,1,50,0,55,0,0,0,0,0,0,0
"B17907",2010.2,2,0,0,0,0,0,14,0,0,40,0
"B17907",2011.1,2,0,20,0,0,27,35,0,0,35,0
"B17907",2011.2,2,0,17,0,0,4,50,0,0,85,0
"B17907",2012.1,3,0,0,0,0,0,0,0,0,0,200
"B17913",2009.1,1,62,0,55,81,0,0,0,0,0,0
"B17913",2009.2,2,0,64,0,0,70,70,0,0,51,0
"B17913",2010.1,3,0,0,0,0,0,0,44,51,0,37
"B17913",2010.2,3,0,0,0,0,0,0,67,0,0,0
"B17913",2011.1,3,0,0,0,0,0,0,0,0,0,50
"B17916",2010.2,1,78,0,80,92,0,0,0,0,0,0
"B17916",2011.1,2,0,80,0,0,83,70,0,0,80,0
"B17916",2011.2,3,0,0,0,0,0,0,70,86,0,0
"B17916",2012.1,3,0,0,0,0,0,0,0,0,0,60
"B17918",2011.2,1,75,0,75,87,0,0,0,0,0,0
"B17918",2012.1,2,0,83,0,0,81,83,0,0,95,0
"B17918",2012.2,3,0,0,0,0,0,0,71,79,0,0
"B17920",2012.2,1,90,0,90,80,0,0,0,0,0,0
"B17920",2013.1,2,0,57,0,0,70,69,0,0,84,0
"B17920",2013.2,3,0,0,0,0,0,0,69,70,0,43
"B17920",2014.1,3,0,0,0,0,0,0,0,0,0,73
"B17979",2014.1,1,200,0,23,200,0,0,0,0,0,0
"B17984",2012.2,1,23,0,23,50,0,0,0,0,0,0
"B17984",2013.1,1,73,0,73,0,0,0,0,0,0,0
"B17984",2013.1,2,0,0,0,0,0,200,0,0,0,0
"B17984",2013.2,2,0,14,0,0,200,39,0,0,51,0
"B17984",2014.1,2,0,41,0,0,46,25,0,0,0,0
"B18091",2010.1,1,50,0,44,70,0,0,0,0,0,0
"B18091",2010.2,1,0,0,54,0,0,0,0,0,0,0
"B18091",2011.1,2,0,46,0,0,37,45,0,0,75,0
"B18091",2011.2,2,0,77,0,0,64,58,0,0,0,0
"B18091",2012.1,3,0,0,0,0,0,0,3,3,0,200
"B18091",2012.2,3,0,0,0,0,0,0,25,28,0,5
"B18119",2010.1,1,55,0,59,79,0,0,0,0,0,0
"B18119",2010.2,2,0,77,0,0,84,52,0,0,60,0
"B18119",2011.1,3,0,0,0,0,0,0,63,75,0,73
"B18123",2013.1,1,91,0,91,98,0,0,0,0,0,0
"B18123",2013.2,2,0,88,0,0,85,59,0,0,82,0
"B18123",2014.1,3,0,0,0,0,0,0,85,80,0,73
"B18125",2010.2,1,70,0,70,70,0,0,0,0,0,0
"B18125",2011.1,2,0,30,0,0,200,0,0,0,61,0
"B18125",2011.2,2,0,0,0,0,0,200,0,0,0,0
"B18126",2011.2,1,40,0,39,55,0,0,0,0,0,0
"B18126",2012.1,1,200,0,200,0,0,0,0,0,0,0
"B18127",2009.2,1,54,0,51,57,0,0,0,0,0,0
"B18127",2010.1,2,0,64,0,0,78,34,0,0,74,0
"B18127",2010.2,2,0,0,0,0,0,78,0,0,0,0
"B18127",2011.1,3,0,0,0,0,0,0,50,52,0,50
"B1815",2014.1,1,70,0,70,59,0,0,0,0,0,0
"B1819",2012.2,1,93,0,93,85,0,0,0,0,0,0
"B1819",2013.1,2,0,81,0,0,85,74,0,0,88,0
"B1819",2013.2,3,0,0,0,0,0,0,75,72,0,65
"B18199",2014.1,1,91,0,91,97,0,0,0,0,0,0
"B182",2009.2,1,76,0,77,88,0,0,0,0,0,0
"B182",2010.1,2,0,90,0,0,96,85,0,0,87,0
"B182",2010.2,3,0,0,0,0,0,0,82,94,0,78
"B18207",2011.2,1,80,0,82,87,0,0,0,0,0,0
"B18207",2012.1,2,0,200,0,0,200,200,0,0,200,0
"B18207",2013.1,2,0,200,0,0,200,0,0,0,0,0
"B18208",2012.2,1,200,0,37,58,0,0,0,0,0,0
"B18208",2013.1,1,90,0,90,0,0,0,0,0,0,0
"B18208",2013.1,2,0,0,0,0,0,11,0,0,0,0
"B18208",2013.2,2,0,84,0,0,86,24,0,0,70,0
"B18208",2014.1,2,0,0,0,0,0,43,0,0,0,0
"B18208",2014.1,3,0,0,0,0,0,0,33,200,0,0
"B18220",2013.1,1,200,0,200,200,0,0,0,0,0,0
"B18232",2006.2,1,74,0,83,84,0,0,0,0,0,0
"B18232",2007.1,2,0,82,0,0,91,73,0,0,74,0
"B18232",2007.2,3,0,0,0,0,0,0,70,70,0,53
"B18234",2013.2,1,29,0,29,65,0,0,0,0,0,0
"B18234",2014.1,1,200,0,200,0,0,0,0,0,0,0
"B18234",2014.1,2,0,0,0,0,0,200,0,0,0,0
"B18318",2012.1,1,82,0,83,93,0,0,0,0,0,0
"B18318",2012.2,2,0,81,0,0,74,79,0,0,74,0
"B18318",2013.1,3,0,0,0,0,0,0,70,75,0,64
"B18332",2004.1,1,91,0,82,82,0,0,0,0,0,0
"B18332",2004.2,2,0,70,0,0,89,79,0,0,70,0
"B18332",2005.1,3,0,0,0,0,0,0,79,77,0,85
"B18334",2002.1,1,87,0,91,84,0,0,0,0,0,0
"B18334",2002.2,2,0,71,0,0,90,68,0,0,86,0
"B18334",2003.1,3,0,0,0,0,0,0,59,79,0,56
"B18335",2012.1,1,52,0,52,81,0,0,0,0,0,0
"B18335",2012.2,2,0,72,0,0,64,70,0,0,72,0
"B18335",2013.1,3,0,0,0,0,0,0,71,73,0,51
"B18337",2003.1,1,70,0,64,70,0,0,0,0,0,0
"B18337",2003.2,2,0,71,0,0,80,57,0,0,56,0
"B18337",2004.1,3,0,0,0,0,0,0,51,75,0,37
"B18337",2004.2,3,0,0,0,0,0,0,0,0,0,50
"B18339",2004.2,1,35,0,70,73,0,0,0,0,0,0
"B18339",2005.1,1,50,0,0,0,0,0,0,0,0,0
"B18339",2005.2,2,0,44,0,0,69,59,0,0,55,0
"B18339",2006.1,2,0,72,0,0,0,0,0,0,0,0
"B18339",2006.1,3,0,0,0,0,0,0,0,0,0,25
"B18339",2006.2,3,0,0,0,0,0,0,0,0,0,78
"B18339",2007.1,3,0,0,0,0,0,0,46,68,0,0
"B18339",2007.2,3,0,0,0,0,0,0,200,0,0,0
"B18340",2008.2,1,56,0,52,29,0,0,0,0,0,0
"B18340",2009.1,1,0,0,0,59,0,0,0,0,0,0
"B18340",2009.2,2,0,64,0,0,50,56,0,0,51,0
"B18340",2010.1,3,0,0,0,0,0,0,69,56,0,0
"B18340",2011.1,3,0,0,0,0,0,0,0,0,0,71
"B18341",2002.2,1,50,0,72,73,0,0,0,0,0,0
"B18341",2003.1,2,0,46,0,0,75,0,0,0,36,0
"B18341",2003.2,2,0,70,0,0,0,84,0,0,73,0
"B18341",2004.1,3,0,0,0,0,0,0,41,51,0,200
"B18341",2004.2,3,0,0,0,0,0,0,65,0,0,71
"B18342",2009.2,1,70,0,78,72,0,0,0,0,0,0
"B18342",2010.1,2,0,74,0,0,86,51,0,0,73,0
"B18342",2010.2,3,0,0,0,0,0,0,61,95,0,0
"B18342",2011.1,3,0,0,0,0,0,0,0,0,0,54
"B18343",2003.2,1,45,0,71,75,0,0,0,0,0,0
"B18343",2004.1,1,87,0,0,0,0,0,0,0,0,0
"B18343",2004.2,2,0,53,0,0,66,73,0,0,75,0
"B18343",2005.1,3,0,0,0,0,0,0,70,70,0,62
"B18429",2014.1,1,43,0,46,66,0,0,0,0,0,0
"B18435",2013.2,1,50,0,50,75,0,0,0,0,0,0
"B18435",2014.1,2,0,70,0,0,71,61,0,0,76,0
"B18446",2010.1,1,200,0,200,200,0,0,0,0,0,0
"B18449",2011.1,1,200,0,200,200,0,0,0,0,0,0
"B18449",2011.2,1,32,0,30,75,0,0,0,0,0,0
"B18449",2012.1,1,55,0,55,0,0,0,0,0,0,0
"B18449",2012.1,2,0,0,0,0,0,54,0,0,0,0
"B18449",2012.2,2,0,50,0,0,41,0,0,0,57,0
"B18449",2012.2,3,0,0,0,0,0,0,0,0,0,70
"B18449",2013.1,2,0,0,0,0,51,0,0,0,0,0
"B18451",2005.1,1,89,0,94,79,0,0,0,0,0,0
"B18451",2005.2,2,0,82,0,0,87,77,0,0,70,0
"B18451",2006.1,3,0,0,0,0,0,0,70,91,0,73
"B18453",2009.1,1,62,0,67,84,0,0,0,0,0,0
"B18453",2009.2,2,0,79,0,0,80,79,0,0,70,0
"B18453",2010.1,3,0,0,0,0,0,0,65,76,0,68
"B18454",2006.1,1,77,0,83,79,0,0,0,0,0,0
"B18454",2006.2,2,0,79,0,0,84,55,0,0,50,0
"B18454",2007.1,3,0,0,0,0,0,0,75,80,0,51
"B18508",2013.2,1,26,0,26,54,0,0,0,0,0,0
"B18508",2014.1,1,34,0,34,0,0,0,0,0,0,0
"B18508",2014.1,2,0,0,0,0,0,200,0,0,0,0
"B18561",2011.1,1,79,0,80,77,0,0,0,0,0,0
"B18561",2011.2,2,0,83,0,0,70,52,0,0,90,0
"B18561",2012.1,3,0,0,0,0,0,0,57,71,0,55
"B18573",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B18623",2010.2,1,200,0,200,30,0,0,0,0,0,0
"B18623",2011.1,1,200,0,200,13,0,0,0,0,0,0
"B18623",2011.2,1,22,0,200,200,0,0,0,0,0,0
"B18635",2010.1,1,77,0,78,54,0,0,0,0,0,0
"B18635",2010.2,2,0,64,0,0,60,0,0,0,200,0
"B18635",2011.1,2,0,0,0,0,0,0,0,0,200,0
"B18637",2011.1,1,76,0,78,83,0,0,0,0,0,0
"B18637",2011.2,2,0,200,0,0,200,78,0,0,70,0
"B18637",2012.1,2,0,200,0,0,200,0,0,0,0,0
"B18637",2012.1,3,0,0,0,0,0,0,0,0,0,56
"B18637",2012.2,2,0,74,0,0,76,0,0,0,0,0
"B18637",2013.1,3,0,0,0,0,0,0,200,200,0,0
"B18637",2013.2,3,0,0,0,0,0,0,200,200,0,0
"B18637",2014.1,3,0,0,0,0,0,0,200,200,0,0
"B18640",2012.1,1,70,0,70,89,0,0,0,0,0,0
"B18640",2012.2,2,0,77,0,0,79,71,0,0,77,0
"B18640",2013.1,3,0,0,0,0,0,0,61,68,0,0
"B18640",2013.2,3,0,0,0,0,0,0,0,0,0,43
"B18641",2009.1,1,70,0,84,87,0,0,0,0,0,0
"B18641",2009.2,2,0,76,0,0,73,57,0,0,53,0
"B18641",2010.1,3,0,0,0,0,0,0,70,85,0,0
"B18641",2010.2,3,0,0,0,0,0,0,0,0,0,53
"B18643",2013.1,1,63,0,63,93,0,0,0,0,0,0
"B18643",2013.2,2,0,70,0,0,70,51,0,0,85,0
"B18643",2014.1,3,0,0,0,0,0,0,70,72,0,50
"B18647",2012.2,1,70,0,70,78,0,0,0,0,0,0
"B18647",2013.1,2,0,81,0,0,77,70,0,0,96,0
"B18647",2013.2,3,0,0,0,0,0,0,46,58,0,46
"B18647",2014.1,3,0,0,0,0,0,0,0,0,0,56
"B18693",2012.2,1,19,0,19,31,0,0,0,0,0,0
"B18693",2013.1,1,53,0,53,74,0,0,0,0,0,0
"B18693",2013.1,2,0,0,0,0,0,1,0,0,0,0
"B18693",2013.2,2,0,6,0,0,200,200,0,0,55,0
"B18693",2014.1,2,0,24,0,0,30,16,0,0,0,0
"B18697",2014.1,1,200,0,200,200,0,0,0,0,0,0
"B18839",2014.1,1,82,0,82,79,0,0,0,0,0,0
"B18842",2010.1,1,200,0,200,200,0,0,0,0,0,0
"B18842",2010.2,1,32,0,35,200,0,0,0,0,0,0
"B18842",2011.2,1,0,0,0,200,0,0,0,0,0,0
"B18848",2013.1,1,100,0,100,90,0,0,0,0,0,0
"B18848",2013.2,2,0,83,0,0,86,93,0,0,100,0
"B18848",2014.1,3,0,0,0,0,0,0,98,95,0,86
"B18850",2010.2,1,73,0,72,88,0,0,0,0,0,0
"B18850",2011.1,2,0,57,0,0,36,44,0,0,83,0
"B18850",2011.2,2,0,0,0,0,50,54,0,0,0,0
